code,codeDescription,addressCounty,addressState,patientAge,patientSex,count
C67,Malignant neoplasm of bladder,Buncombe County,NC,65-84,Male,2
C67,Malignant neoplasm of bladder,Buncombe County,NC,85+,Male,1
C67,Malignant neoplasm of bladder,Caddo Parish,LA,65-84,Male,1
C67,Malignant neoplasm of bladder,Chester County,SC,45-64,Male,1
C67,Malignant neoplasm of bladder,Clay County,FL,65-84,Female,1
C67,Malignant neoplasm of bladder,Davidson County,TN,65-84,Male,1
C67,Malignant neoplasm of bladder,Etowah County,AL,65-84,Female,2
C67,Malignant neoplasm of bladder,Etowah County,AL,65-84,Male,1
C67,Malignant neoplasm of bladder,Florence County,SC,65-84,Female,1
C67,Malignant neoplasm of bladder,Florence County,SC,65-84,Male,1
C67,Malignant neoplasm of bladder,Giles County,VA,45-64,Male,1
C67,Malignant neoplasm of bladder,Greene County,OH,65-84,Male,1
C67,Malignant neoplasm of bladder,Greenville County,SC,19-44,Female,1
C67,Malignant neoplasm of bladder,Greenville County,SC,45-64,Female,1
C67,Malignant neoplasm of bladder,Greenville County,SC,65-84,Female,3
C67,Malignant neoplasm of bladder,Greenville County,SC,65-84,Male,7
C67,Malignant neoplasm of bladder,Greenville County,SC,65-84,Other,1
C67,Malignant neoplasm of bladder,Greenville County,SC,85+,Male,1
C67,Malignant neoplasm of bladder,Hall County,GA,65-84,Male,1
C67,Malignant neoplasm of bladder,Haywood County,NC,65-84,Male,1
C67,Malignant neoplasm of bladder,Henrico County,VA,45-64,Female,1
C67,Malignant neoplasm of bladder,Henrico County,VA,45-64,Male,1
C67,Malignant neoplasm of bladder,Henrico County,VA,65-84,Female,1
C67,Malignant neoplasm of bladder,Henrico County,VA,65-84,Male,2
C67,Malignant neoplasm of bladder,Horry County,SC,65-84,Female,1
C67,Malignant neoplasm of bladder,Indian River County,FL,45-64,Female,2
C67,Malignant neoplasm of bladder,Indian River County,FL,45-64,Male,1
C67,Malignant neoplasm of bladder,Indian River County,FL,65-84,Female,1
C67,Malignant neoplasm of bladder,Indian River County,FL,65-84,Male,6
C67,Malignant neoplasm of bladder,Jefferson County,AL,19-44,Male,1
C67,Malignant neoplasm of bladder,Jefferson County,AL,45-64,Female,1
C67,Malignant neoplasm of bladder,Jefferson County,AL,45-64,Male,2
C67,Malignant neoplasm of bladder,Jefferson County,AL,65-84,Male,4
C67,Malignant neoplasm of bladder,Lee County,AL,45-64,Male,1
C67,Malignant neoplasm of bladder,Lee County,AL,65-84,Female,3
C67,Malignant neoplasm of bladder,Lee County,AL,65-84,Male,4
C67,Malignant neoplasm of bladder,Lee County,MS,45-64,Female,2
C67,Malignant neoplasm of bladder,Madison County,AL,45-64,Male,2
C67,Malignant neoplasm of bladder,Madison County,AL,65-84,Male,3
C67,Malignant neoplasm of bladder,Montgomery County,VA,45-64,Female,7
C67,Malignant neoplasm of bladder,Montgomery County,VA,45-64,Male,2
C67,Malignant neoplasm of bladder,Montgomery County,VA,65-84,Female,2
C67,Malignant neoplasm of bladder,Montgomery County,VA,65-84,Male,4
C67,Malignant neoplasm of bladder,Muscogee County,GA,65-84,Male,1
C67,Malignant neoplasm of bladder,Natchitoches Parish,LA,45-64,Female,1
C67,Malignant neoplasm of bladder,Newberry County,SC,65-84,Male,1
C67,Malignant neoplasm of bladder,Newport News City County,VA,19-44,Male,1
C67,Malignant neoplasm of bladder,Okaloosa County,FL,45-64,Male,4
C67,Malignant neoplasm of bladder,Okaloosa County,FL,65-84,Male,1
C67,Malignant neoplasm of bladder,Orangeburg County,SC,65-84,Male,1
C67,Malignant neoplasm of bladder,Osceola County,FL,45-64,Female,1
C67,Malignant neoplasm of bladder,Palm Beach County,FL,45-64,Male,1
C67,Malignant neoplasm of bladder,Pittsylvania County,VA,65-84,Male,2
C67,Malignant neoplasm of bladder,Pulaski County,VA,65-84,Female,1
C67,Malignant neoplasm of bladder,Radford City County,VA,65-84,Female,2
C67,Malignant neoplasm of bladder,Rapides Parish,LA,45-64,Male,1
C67,Malignant neoplasm of bladder,Roanoke County,VA,65-84,Female,2
C67,Malignant neoplasm of bladder,Roanoke County,VA,65-84,Male,5
C67,Malignant neoplasm of bladder,Roanoke County,VA,85+,Male,1
C67,Malignant neoplasm of bladder,Rowan County,NC,45-64,Female,1
C67,Malignant neoplasm of bladder,Rowan County,NC,45-64,Male,1
C67,Malignant neoplasm of bladder,Rowan County,NC,65-84,Male,3
C67,Malignant neoplasm of bladder,Sedgwick County,KS,65-84,Male,1
C67,Malignant neoplasm of bladder,Smyth County,VA,45-64,Male,2
C67,Malignant neoplasm of bladder,Smyth County,VA,65-84,Male,1
C67,Malignant neoplasm of bladder,Spartanburg County,SC,45-64,Female,4
C67,Malignant neoplasm of bladder,Spartanburg County,SC,45-64,Male,4
C67,Malignant neoplasm of bladder,Spartanburg County,SC,65-84,Female,1
C67,Malignant neoplasm of bladder,Spartanburg County,SC,65-84,Male,11
C67,Malignant neoplasm of bladder,Spotsylvania County,VA,19-44,Female,1
C67,Malignant neoplasm of bladder,Spotsylvania County,VA,19-44,Male,1
C67,Malignant neoplasm of bladder,Spotsylvania County,VA,65-84,Male,2
C67,Malignant neoplasm of bladder,St. Landry Parish,LA,45-64,Male,1
C67,Malignant neoplasm of bladder,Sumter County,SC,45-64,Male,1
C67,Malignant neoplasm of bladder,Sumter County,SC,65-84,Male,3
C67,Malignant neoplasm of bladder,Talladega County,AL,65-84,Female,1
C67,Malignant neoplasm of bladder,Washington County,VA,19-44,Female,1
C67,Malignant neoplasm of bladder,Washington County,VA,65-84,Male,2
C67,Malignant neoplasm of bladder,Washington County,VA,85+,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Aiken County,SC,45-64,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Aiken County,SC,65-84,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Augusta County,VA,45-64,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Calhoun County,AL,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Coffee County,AL,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Cumberland County,NC,85+,Female,3
C67.0,Malignant neoplasm of trigone of bladder,Etowah County,AL,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Hall County,GA,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Henrico County,VA,65-84,Male,2
C67.0,Malignant neoplasm of trigone of bladder,James City County,VA,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Jefferson County,AL,65-84,Male,2
C67.0,Malignant neoplasm of trigone of bladder,Kanawha County,WV,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Lee County,AL,65-84,Male,2
C67.0,Malignant neoplasm of trigone of bladder,Madison County,AL,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Montgomery County,VA,45-64,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Newport News City County,VA,65-84,Male,2
C67.0,Malignant neoplasm of trigone of bladder,Ouachita Parish,LA,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Portsmouth City County,VA,45-64,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Portsmouth City County,VA,65-84,Male,2
C67.0,Malignant neoplasm of trigone of bladder,Richland County,SC,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Roanoke County,VA,45-64,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Roanoke County,VA,45-64,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Russell County,AL,19-44,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Spartanburg County,SC,45-64,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Spartanburg County,SC,45-64,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Spartanburg County,SC,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Spotsylvania County,VA,65-84,Male,2
C67.0,Malignant neoplasm of trigone of bladder,Sullivan County,TN,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Sumter County,SC,65-84,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Washington County,VA,45-64,Female,1
C67.0,Malignant neoplasm of trigone of bladder,Washington County,VA,45-64,Male,1
C67.0,Malignant neoplasm of trigone of bladder,Washington County,VA,65-84,Male,5
C67.1,Malignant neoplasm of dome of bladder,Aiken County,SC,45-64,Female,1
C67.1,Malignant neoplasm of dome of bladder,Augusta County,VA,65-84,Female,1
C67.1,Malignant neoplasm of dome of bladder,Gloucester County,VA,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Hall County,GA,65-84,Male,1
C67.1,Malignant neoplasm of dome of bladder,Hampton City County,VA,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Henrico County,VA,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Henrico County,VA,65-84,Male,1
C67.1,Malignant neoplasm of dome of bladder,Jefferson County,AL,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Kanawha County,WV,65-84,Male,1
C67.1,Malignant neoplasm of dome of bladder,Lee County,AL,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Lee County,AL,65-84,Male,3
C67.1,Malignant neoplasm of dome of bladder,Madison County,AL,65-84,Female,1
C67.1,Malignant neoplasm of dome of bladder,Montgomery County,VA,65-84,Male,1
C67.1,Malignant neoplasm of dome of bladder,Orangeburg County,SC,65-84,Female,1
C67.1,Malignant neoplasm of dome of bladder,Rowan County,NC,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Rowan County,NC,65-84,Male,2
C67.1,Malignant neoplasm of dome of bladder,Spartanburg County,SC,65-84,Female,1
C67.1,Malignant neoplasm of dome of bladder,Spartanburg County,SC,65-84,Male,1
C67.1,Malignant neoplasm of dome of bladder,Spotsylvania County,VA,65-84,Male,1
C67.1,Malignant neoplasm of dome of bladder,Sumter County,SC,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,Tangipahoa Parish,LA,65-84,Female,1
C67.1,Malignant neoplasm of dome of bladder,Washington County,VA,45-64,Male,1
C67.1,Malignant neoplasm of dome of bladder,York County,SC,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Augusta County,VA,45-64,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Greenville County,SC,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Hall County,GA,65-84,Female,1
C67.2,Malignant neoplasm of lateral wall of bladder,Hall County,GA,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Henrico County,VA,19-44,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Henrico County,VA,45-64,Female,1
C67.2,Malignant neoplasm of lateral wall of bladder,Horry County,SC,1-14,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Indian River County,FL,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Jefferson County,AL,45-64,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Kanawha County,WV,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Lee County,AL,65-84,Male,2
C67.2,Malignant neoplasm of lateral wall of bladder,Montgomery County,VA,45-64,Female,1
C67.2,Malignant neoplasm of lateral wall of bladder,Montgomery County,VA,45-64,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Montgomery County,VA,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Spartanburg County,SC,45-64,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Spartanburg County,SC,65-84,Male,1
C67.2,Malignant neoplasm of lateral wall of bladder,Tallapoosa County,AL,65-84,Female,1
C67.3,Malignant neoplasm of anterior wall of bladder,Anderson County,SC,65-84,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Augusta County,VA,45-64,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Clay County,FL,45-64,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Greenville County,SC,65-84,Female,1
C67.3,Malignant neoplasm of anterior wall of bladder,Jefferson County,AL,45-64,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Lee County,AL,65-84,Female,1
C67.3,Malignant neoplasm of anterior wall of bladder,Madison County,AL,65-84,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Newport News City County,VA,65-84,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Richland County,SC,45-64,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Rowan County,NC,65-84,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Smyth County,VA,65-84,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Spartanburg County,SC,45-64,Male,2
C67.3,Malignant neoplasm of anterior wall of bladder,Spartanburg County,SC,65-84,Male,2
C67.3,Malignant neoplasm of anterior wall of bladder,Spotsylvania County,VA,65-84,Male,1
C67.3,Malignant neoplasm of anterior wall of bladder,Tazewell County,VA,45-64,Female,1
C67.3,Malignant neoplasm of anterior wall of bladder,Washington County,VA,45-64,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Charleston County,SC,65-84,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Gloucester County,VA,45-64,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Greenville County,SC,45-64,Female,1
C67.4,Malignant neoplasm of posterior wall of bladder,Henrico County,VA,65-84,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Horry County,SC,65-84,Female,1
C67.4,Malignant neoplasm of posterior wall of bladder,Kanawha County,WV,65-84,Male,2
C67.4,Malignant neoplasm of posterior wall of bladder,Lee County,AL,45-64,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Lee County,AL,65-84,Female,1
C67.4,Malignant neoplasm of posterior wall of bladder,Lee County,AL,65-84,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Monongalia County,WV,65-84,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Montgomery County,VA,45-64,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Orangeburg County,SC,65-84,Female,1
C67.4,Malignant neoplasm of posterior wall of bladder,Portsmouth City County,VA,65-84,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Prince William County,VA,85+,Male,1
C67.4,Malignant neoplasm of posterior wall of bladder,Roanoke County,VA,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Charleston County,SC,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Haywood County,NC,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Kanawha County,WV,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Kent County,MI,19-44,Female,1
C67.5,Malignant neoplasm of bladder neck,Lee County,AL,65-84,Female,2
C67.5,Malignant neoplasm of bladder neck,Madison County,AL,45-64,Male,1
C67.5,Malignant neoplasm of bladder neck,Mobile County,AL,19-44,Female,1
C67.5,Malignant neoplasm of bladder neck,Montgomery County,VA,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Ouachita Parish,LA,45-64,Male,1
C67.5,Malignant neoplasm of bladder neck,Roanoke County,VA,45-64,Male,1
C67.5,Malignant neoplasm of bladder neck,Rowan County,NC,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Spartanburg County,SC,19-44,Female,1
C67.5,Malignant neoplasm of bladder neck,Spartanburg County,SC,45-64,Male,1
C67.5,Malignant neoplasm of bladder neck,Spartanburg County,SC,65-84,Male,1
C67.5,Malignant neoplasm of bladder neck,Washington County,VA,65-84,Female,1
C67.5,Malignant neoplasm of bladder neck,York County,SC,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Aiken County,SC,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Anderson County,SC,45-64,Female,1
C67.6,Malignant neoplasm of ureteric orifice,Caddo Parish,LA,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,East Baton Rouge Parish,LA,65-84,Female,1
C67.6,Malignant neoplasm of ureteric orifice,Henrico County,VA,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Horry County,SC,45-64,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Horry County,SC,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Okaloosa County,FL,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Prince William County,VA,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Richland County,SC,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,Spotsylvania County,VA,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,St. Landry Parish,LA,45-64,Male,1
C67.6,Malignant neoplasm of ureteric orifice,West Carroll Parish,LA,65-84,Male,1
C67.6,Malignant neoplasm of ureteric orifice,York County,SC,45-64,Male,1
C67.7,Malignant neoplasm of urachus,Anderson County,SC,45-64,Male,1
C67.7,Malignant neoplasm of urachus,Chambers County,AL,65-84,Female,1
C67.7,Malignant neoplasm of urachus,Chambers County,AL,65-84,Male,1
C67.7,Malignant neoplasm of urachus,Clay County,FL,65-84,Male,1
C67.7,Malignant neoplasm of urachus,Coffee County,AL,19-44,Male,1
