entryDate,code,codeDescription,fips,addressCounty,count
2024-03-22,C73,Malignant neoplasm of thyroid gland,51177,Spotsylvania County,1
2024-03-22,C85.10,"Unspecified B-cell lymphoma, unspecified site",22073,Ouachita Parish,1
2024-03-22,C91.1,Chronic lymphocytic leukemia of B-cell type,45045,Greenville County,1
2024-03-23,C18.1,Malignant neoplasm of appendix,12061,Indian River County,1
2024-03-23,C18.7,Malignant neoplasm of sigmoid colon,12061,Indian River County,1
2024-03-23,C18.9,"Malignant neoplasm of colon, unspecified",12061,Indian River County,1
2024-03-23,C50,Malignant neoplasm of breast,12061,Indian River County,1
2024-03-23,C73,Malignant neoplasm of thyroid gland,12061,Indian River County,1
2024-03-24,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22011,Beauregard Parish,1
2024-03-24,C67.9,"Malignant neoplasm of bladder, unspecified",22011,Beauregard Parish,1
2024-03-25,C18,Malignant neoplasm of colon,12031,Duval County,1
2024-03-25,C18.0,Malignant neoplasm of cecum,51700,Newport News City County,1
2024-03-25,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2024-03-25,C18.9,"Malignant neoplasm of colon, unspecified",12031,Duval County,2
2024-03-25,C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",51191,Washington County,1
2024-03-25,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,1
2024-03-25,C61,Malignant neoplasm of prostate,45085,Sumter County,1
2024-03-25,C67.9,"Malignant neoplasm of bladder, unspecified",45019,Charleston County,1
2024-03-26,C18.2,Malignant neoplasm of ascending colon,22105,Tangipahoa Parish,1
2024-03-26,C18.5,Malignant neoplasm of splenic flexure,51161,Roanoke County,6
2024-03-26,C18.9,"Malignant neoplasm of colon, unspecified",22017,Caddo Parish,1
2024-03-26,C18.9,"Malignant neoplasm of colon, unspecified",22105,Tangipahoa Parish,2
2024-03-26,C25.0,Malignant neoplasm of head of pancreas,51161,Roanoke County,6
2024-03-26,C25.2,Malignant neoplasm of tail of pancreas,51700,Newport News City County,1
2024-03-26,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,1
2024-03-26,C34,Malignant neoplasm of bronchus and lung,1073,Jefferson County,1
2024-03-26,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22069,Natchitoches Parish,1
2024-03-26,C54.1,Malignant neoplasm of endometrium,51161,Roanoke County,1
2024-03-26,C61,Malignant neoplasm of prostate,1073,Jefferson County,1
2024-03-26,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",51191,Washington County,1
2024-03-26,C73,Malignant neoplasm of thyroid gland,51590,Danville City County,1
2024-03-26,C92.11,"Chronic myeloid leukemia, BCR/ABL-positive, in remission",45045,Greenville County,1
2024-03-27,C18.0,Malignant neoplasm of cecum,12031,Duval County,2
2024-03-27,C18.1,Malignant neoplasm of appendix,45045,Greenville County,1
2024-03-27,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2024-03-27,C18.9,"Malignant neoplasm of colon, unspecified",51700,Newport News City County,2
2024-03-27,C25,Malignant neoplasm of pancreas,51161,Roanoke County,1
2024-03-27,C25.1,Malignant neoplasm of body of pancreas,22017,Caddo Parish,1
2024-03-27,C25.3,Malignant neoplasm of pancreatic duct,22017,Caddo Parish,1
2024-03-27,C25.9,"Malignant neoplasm of pancreas, unspecified",51161,Roanoke County,1
2024-03-27,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22079,Rapides Parish,1
2024-03-27,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45051,Horry County,1
2024-03-27,C50,Malignant neoplasm of breast,22097,St. Landry Parish,1
2024-03-27,C50,Malignant neoplasm of breast,37087,Haywood County,10
2024-03-27,C50.911,Malignant neoplasm of unspecified site of right female breast,51590,Danville City County,1
2024-03-27,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12061,Indian River County,1
2024-03-27,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22061,Lincoln Parish,1
2024-03-27,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51700,Newport News City County,1
2024-03-27,C54.1,Malignant neoplasm of endometrium,22017,Caddo Parish,1
2024-03-27,C67.9,"Malignant neoplasm of bladder, unspecified",51700,Newport News City County,1
2024-03-27,C73,Malignant neoplasm of thyroid gland,51121,Montgomery County,2
2024-03-27,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",22017,Caddo Parish,1
2024-03-28,C18,Malignant neoplasm of colon,1055,Etowah County,1
2024-03-28,C18.7,Malignant neoplasm of sigmoid colon,51161,Roanoke County,1
2024-03-28,C18.9,"Malignant neoplasm of colon, unspecified",51161,Roanoke County,1
2024-03-28,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2024-03-28,C50,Malignant neoplasm of breast,1055,Etowah County,1
2024-03-28,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51161,Roanoke County,1
2024-03-28,C54.1,Malignant neoplasm of endometrium,51161,Roanoke County,2
2024-03-28,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",22017,Caddo Parish,1
2024-03-29,C18,Malignant neoplasm of colon,51161,Roanoke County,1
2024-03-29,C18.0,Malignant neoplasm of cecum,1055,Etowah County,2
2024-03-29,C25.9,"Malignant neoplasm of pancreas, unspecified",51161,Roanoke County,1
2024-03-29,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51177,Spotsylvania County,2
2024-03-29,C50.112,Malignant neoplasm of central portion of left female breast,51177,Spotsylvania County,1
2024-03-29,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,51177,Spotsylvania County,1
2024-03-30,C18,Malignant neoplasm of colon,12031,Duval County,1
2024-03-30,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2024-03-30,C18.7,Malignant neoplasm of sigmoid colon,45045,Greenville County,4
2024-03-30,C25.1,Malignant neoplasm of body of pancreas,37119,Mecklenburg County,1
2024-03-30,C25.1,Malignant neoplasm of body of pancreas,45045,Greenville County,3
2024-03-30,C25.2,Malignant neoplasm of tail of pancreas,45045,Greenville County,1
2024-03-30,C25.7,Malignant neoplasm of other parts of pancreas,45045,Greenville County,2
2024-03-30,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,7
2024-03-30,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45045,Greenville County,1
2024-03-31,C18,Malignant neoplasm of colon,22073,Ouachita Parish,1
2024-03-31,C50,Malignant neoplasm of breast,22073,Ouachita Parish,1
2024-04-01,C18.0,Malignant neoplasm of cecum,1055,Etowah County,1
2024-04-01,C18.0,Malignant neoplasm of cecum,12031,Duval County,1
2024-04-01,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2024-04-01,C18.7,Malignant neoplasm of sigmoid colon,51590,Danville City County,1
2024-04-01,C18.9,"Malignant neoplasm of colon, unspecified",12061,Indian River County,1
2024-04-01,C18.9,"Malignant neoplasm of colon, unspecified",22069,Natchitoches Parish,1
2024-04-01,C18.9,"Malignant neoplasm of colon, unspecified",45021,Cherokee County,1
2024-04-01,C18.9,"Malignant neoplasm of colon, unspecified",51087,Henrico County,1
2024-04-01,C18.9,"Malignant neoplasm of colon, unspecified",51700,Newport News City County,1
2024-04-01,C25.0,Malignant neoplasm of head of pancreas,51161,Roanoke County,1
2024-04-01,C25.9,"Malignant neoplasm of pancreas, unspecified",22017,Caddo Parish,1
2024-04-01,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,1
2024-04-01,C25.9,"Malignant neoplasm of pancreas, unspecified",51161,Roanoke County,1
2024-04-01,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45041,Florence County,1
2024-04-01,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,2
2024-04-01,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22073,Ouachita Parish,1
2024-04-01,C61,Malignant neoplasm of prostate,22083,Richland Parish,1
2024-04-01,C61,Malignant neoplasm of prostate,45021,Cherokee County,1
2024-04-01,C92.0,Acute myeloblastic leukemia,22061,Lincoln Parish,1
2024-04-02,C18.0,Malignant neoplasm of cecum,12031,Duval County,2
2024-04-02,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2024-04-02,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,1
2024-04-02,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,1
2024-04-02,C25.0,Malignant neoplasm of head of pancreas,51161,Roanoke County,1
2024-04-02,C25.7,Malignant neoplasm of other parts of pancreas,51161,Roanoke County,2
2024-04-02,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,2
2024-04-02,C25.9,"Malignant neoplasm of pancreas, unspecified",51161,Roanoke County,3
2024-04-02,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,1
2024-04-02,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,47163,Sullivan County,1
2024-04-02,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,22073,Ouachita Parish,1
2024-04-02,C50,Malignant neoplasm of breast,22073,Ouachita Parish,1
2024-04-02,C50.1,Malignant neoplasm of central portion of breast,51015,Augusta County,1
2024-04-02,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,51121,Montgomery County,1
2024-04-02,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,3
2024-04-02,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,1
2024-04-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1055,Etowah County,2
2024-04-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,4
2024-04-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51191,Washington County,1
2024-04-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51700,Newport News City County,1
2024-04-02,C54.1,Malignant neoplasm of endometrium,22105,Tangipahoa Parish,1
2024-04-02,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",51015,Augusta County,1
2024-04-03,C18,Malignant neoplasm of colon,51590,Danville City County,1
2024-04-03,C18.0,Malignant neoplasm of cecum,1055,Etowah County,1
2024-04-03,C18.7,Malignant neoplasm of sigmoid colon,51121,Montgomery County,1
2024-04-03,C18.9,"Malignant neoplasm of colon, unspecified",22069,Natchitoches Parish,1
2024-04-03,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,1
2024-04-03,C25.3,Malignant neoplasm of pancreatic duct,22069,Natchitoches Parish,1
2024-04-03,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,1
2024-04-03,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",22061,Lincoln Parish,1
2024-04-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1073,Jefferson County,1
2024-04-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45075,Orangeburg County,1
2024-04-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51161,Roanoke County,1
2024-04-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51700,Newport News City County,1
2024-04-03,C61,Malignant neoplasm of prostate,22011,Beauregard Parish,1
2024-04-03,C91.1,Chronic lymphocytic leukemia of B-cell type,1073,Jefferson County,1
2024-04-03,C91.1,Chronic lymphocytic leukemia of B-cell type,45047,Greenwood County,2
2024-04-04,C18.0,Malignant neoplasm of cecum,1055,Etowah County,1
2024-04-04,C18.0,Malignant neoplasm of cecum,12031,Duval County,1
2024-04-04,C18.2,Malignant neoplasm of ascending colon,51121,Montgomery County,2
2024-04-04,C18.2,Malignant neoplasm of ascending colon,51700,Newport News City County,1
2024-04-04,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,1
2024-04-04,C18.9,"Malignant neoplasm of colon, unspecified",12031,Duval County,1
2024-04-04,C18.9,"Malignant neoplasm of colon, unspecified",12091,Okaloosa County,1
2024-04-04,C18.9,"Malignant neoplasm of colon, unspecified",22079,Rapides Parish,1
2024-04-04,C18.9,"Malignant neoplasm of colon, unspecified",22097,St. Landry Parish,1
2024-04-04,C34,Malignant neoplasm of bronchus and lung,22061,Lincoln Parish,1
2024-04-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1073,Jefferson County,1
2024-04-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12061,Indian River County,1
2024-04-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22079,Rapides Parish,1
2024-04-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45085,Sumter County,1
2024-04-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51197,Wythe County,1
2024-04-04,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,45045,Greenville County,1
2024-04-04,C50.911,Malignant neoplasm of unspecified site of right female breast,22097,St. Landry Parish,1
2024-04-04,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,2
2024-04-04,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51590,Danville City County,1
2024-04-05,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,2
2024-04-05,C18.9,"Malignant neoplasm of colon, unspecified",12031,Duval County,1
2024-04-05,C18.9,"Malignant neoplasm of colon, unspecified",22097,St. Landry Parish,1
2024-04-05,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2024-04-05,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2024-04-05,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51590,Danville City County,1
2024-04-05,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45083,Spartanburg County,1
2024-04-05,C92.A,Acute myeloid leukemia with multilineage dysplasia,1055,Etowah County,1
2024-04-05,C92.A0,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",1055,Etowah County,1
2024-04-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2024-04-06,C54.1,Malignant neoplasm of endometrium,47163,Sullivan County,1
2024-04-06,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2024-04-06,C67,Malignant neoplasm of bladder,45083,Spartanburg County,1
2024-04-07,C18,Malignant neoplasm of colon,12031,Duval County,1
2024-04-07,C18,Malignant neoplasm of colon,51161,Roanoke County,1
2024-04-07,C18.0,Malignant neoplasm of cecum,12031,Duval County,2
2024-04-07,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,3
2024-04-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12061,Indian River County,4
2024-04-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,1
2024-04-07,C50.912,Malignant neoplasm of unspecified site of left female breast,12061,Indian River County,1
2024-04-07,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12061,Indian River County,2
2024-04-07,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",12061,Indian River County,1
2024-04-08,C18.0,Malignant neoplasm of cecum,12031,Duval County,1
2024-04-08,C18.2,Malignant neoplasm of ascending colon,1089,Madison County,1
